state,stusps,statefp,year,alf_spei_mean,alf_acres,irrigated_acres,non_irrigated_acres,alf_production,irrigated_production,non_irrigated_production,irr_share,alf_yield,irr_yield,non_irr_yield,haylage_acres,haylage_production,haylage_irrigated_acres,haylage_irrigated_ops,Export_Value,alf_price_usd_ton,hay_alf_usd_value,alf_sales_tons,irr_yield_tons_per_acre_method_gravity,irr_yield_tons_per_acre_method_pressure,non_irr_yield_tons_per_acre,irr_yield_tons_per_acre_general,irrigated_acres_method_gravity,irrigated_acres_method_pressure,irrigated_acres_source_on_farm_surface,irrigated_acres_total,non_irrigated_acres,water_applied_af_acre_method_gravity,water_applied_af_acre_method_pressure,water_applied_af_acre_general,irrigated_acres_source_off_farm,irrigated_acres_source_ground,hay_alf_usd,export_usd,avg_exp_rate,west,midwest
Idaho,ID,16,2022,-0.965839955,2107568,870101,1237467,8484331,NA,NA,0.4128459912088246,4.3,NA,NA,196950,2372964,111495,518,247,272,1239776000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1239776000,247000,1.992295382391658e-4,1,0
Idaho,ID,16,2023,0.080530377,1000000,NA,NA,4500000,NA,NA,NA,4.5,NA,NA,125000,1525000,NA,NA,181,204,918000000,NA,NA,NA,NA,NA,156313,680772,115963,837085,NA,1.8,1.8,1.8,392389,336308,918000000,181000,1.971677559912854e-4,1,0
Idaho,ID,16,2024,-0.657461416,940000,NA,NA,3854000,NA,NA,NA,4.1,NA,NA,95000,1159000,NA,NA,105,153,589662000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589662000,105000,1.7806811359728116e-4,1,0
Idaho,ID,16,2025,-1.11625455,870000,NA,NA,3567000,NA,NA,NA,4.1,NA,NA,120000,1260000,NA,NA,174,154,549318000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549318000,174000,3.167564143173899e-4,1,0
Illinois,IL,17,2005,-1.397498044,400000,NA,NA,1400000,NA,NA,0,3.5,NA,NA,38000,213000,NA,NA,6,99,138600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138600000,6000,4.329004329004329e-5,0,1
Illinois,IL,17,2006,-0.206845442,410000,NA,NA,1681000,NA,NA,0,4.1,NA,NA,30000,231000,NA,NA,0,101,169781000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169781000,0,0,0,1
Illinois,IL,17,2007,-0.20195996,702339,906,701433,2544512,NA,NA,0.001289975,3.7,NA,NA,70341,479910,0,5,7,137,192622000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192622000,7000,3.634060491532639e-5,0,1
Illinois,IL,17,2008,1.030067122,350000,NA,NA,1365000,NA,NA,0,3.9,NA,NA,35000,186000,NA,NA,14,147,200655000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200655000,14000,6.977149834292691e-5,0,1
Illinois,IL,17,2009,1.181551771,340000,NA,NA,1326000,NA,NA,0,3.9,NA,NA,24000,199000,NA,NA,0,125,165750000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165750000,0,0,0,1
Illinois,IL,17,2010,0.562945584,340000,NA,NA,1292000,NA,NA,0,3.8,NA,NA,30000,255000,NA,NA,0,135,174420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174420000,0,0,0,1
Illinois,IL,17,2011,0.495815532,280000,NA,NA,952000,NA,NA,0,3.4,NA,NA,31000,239000,NA,NA,0,163,155176000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155176000,0,0,0,1
Illinois,IL,17,2012,-1.518537926,537746,1073,536673,1623158,NA,NA,0.001995366,3,NA,NA,71585,472242,0,13,0,173,150510000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150510000,0,0,0,1
Illinois,IL,17,2013,0.686103079,340000,NA,NA,1224000,NA,NA,0,3.6,NA,NA,38000,141000,NA,NA,13,182,222768000,NA,NA,6.2,3.4,6.2,NA,1001,315,1001,2967,NA,0.2,0.2,NA,686,222768000,13000,5.835667600373483e-5,0,1
Illinois,IL,17,2014,0.463386611,270000,NA,NA,1080000,NA,NA,0,4,NA,NA,40000,264000,NA,NA,0,178,192240000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192240000,0,0,0,1
Illinois,IL,17,2015,0.575525073,230000,NA,NA,805000,NA,NA,0,3.5,NA,NA,34000,272000,NA,NA,0,162,130410000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130410000,0,0,0,1
Illinois,IL,17,2016,0.193860661,230000,NA,NA,897000,NA,NA,0,3.9,NA,NA,25000,233000,NA,NA,55,160,143520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143520000,55000,3.8322185061315494e-4,0,1
Illinois,IL,17,2017,0.494671315,478167,499,477668,1788430,NA,NA,0.001043568,4.1,NA,NA,65995,530658,0,4,0,151,142393000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142393000,0,0,0,1
Illinois,IL,17,2018,0.349147231,250000,NA,NA,825000,NA,NA,0,3.3,NA,NA,24000,156000,NA,NA,0,168,138600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138600000,0,0,0,1
Illinois,IL,17,2019,0.918168402,200000,NA,NA,700000,NA,NA,NA,3.5,NA,NA,30000,222000,NA,NA,4,176,123200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123200000,4000,3.246753246753247e-5,0,1
Illinois,IL,17,2020,0.280336844,220000,NA,NA,858000,NA,NA,0,3.9,NA,NA,35000,238000,NA,NA,0,170,145860000,85414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145860000,0,0,0,1
Illinois,IL,17,2021,-0.257897402,290000,NA,NA,1088000,NA,NA,0,3.75,NA,NA,30000,212000,NA,NA,19,175,190400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190400000,19000,9.978991596638655e-5,0,1
Illinois,IL,17,2022,0.821528304,459586,2875,456711,1620476,NA,NA,0.00625563,3.65,NA,NA,61823,425811,0,2,5,180,157680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157680000,5000,3.1709791983764585e-5,0,1
Illinois,IL,17,2023,-0.508923703,180000,NA,NA,684000,NA,NA,0,3.8,NA,NA,27000,184000,NA,NA,12,182,124488000,NA,NA,NA,NA,NA,NA,140,NA,140,NA,NA,0.3,0.3,NA,140,124488000,12000,9.63948332369385e-5,0,1
Illinois,IL,17,2024,0.418865987,260000,NA,NA,975000,NA,NA,0,3.75,NA,NA,30000,261000,NA,NA,0,181,176475000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176475000,0,0,0,1
Illinois,IL,17,2025,-0.194272252,265000,NA,NA,967000,NA,NA,NA,3.65,NA,NA,30000,266000,NA,NA,0,159,153753000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153753000,0,0,0,1
Indiana,IN,18,2005,-0.773396957,340000,NA,NA,1292000,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,112,144704000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144704000,NA,NA,0,1
Indiana,IN,18,2006,0.368602964,340000,NA,NA,1394000,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,110,153340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153340000,NA,NA,0,1
Indiana,IN,18,2007,-0.326570431,521129,2185,518944,1421767,NA,NA,0.00419282,2.7,NA,NA,35116,226847,2535,38,NA,172,130032000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130032000,NA,NA,0,1
Indiana,IN,18,2008,0.37142067,300000,NA,NA,1200000,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,164,196800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196800000,NA,NA,0,1
Indiana,IN,18,2009,0.759484134,300000,NA,NA,1080000,NA,NA,0,3.6,NA,NA,NA,NA,NA,NA,NA,144,155520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155520000,NA,NA,0,1
Indiana,IN,18,2010,-0.055857324,300000,NA,NA,1080000,NA,NA,0,3.6,NA,NA,NA,NA,NA,NA,NA,139,150120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150120000,NA,NA,0,1
Indiana,IN,18,2011,0.898112057,280000,NA,NA,1120000,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,182,203840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203840000,NA,NA,0,1
Indiana,IN,18,2012,-1.625605077,483793,2040,481753,1352979,NA,NA,0.004216679,2.9,NA,NA,35658,214415,2308,35,NA,234,176436000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176436000,NA,NA,0,1
Indiana,IN,18,2013,0.388443531,280000,NA,NA,1036000,NA,NA,0,3.7,NA,NA,NA,NA,NA,NA,NA,192,198912000,NA,NA,5.5,3.9,5.5,NA,2943,494,2943,9055,NA,0.4,0.4,112,2337,198912000,NA,NA,0,1
Indiana,IN,18,2014,0.36433324,240000,NA,NA,960000,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,176,168960000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168960000,NA,NA,0,1
Indiana,IN,18,2015,0.727535824,230000,NA,NA,897000,NA,NA,0,3.9,NA,NA,NA,NA,NA,NA,NA,146,130962000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130962000,NA,NA,0,1
Indiana,IN,18,2016,0.127981762,210000,NA,NA,882000,NA,NA,0,4.2,NA,NA,NA,NA,NA,NA,NA,175,154350000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154350000,NA,NA,0,1
Indiana,IN,18,2017,0.626053497,477329,2956,474373,1521575,NA,NA,0.006192794,3.3,NA,NA,42717,269838,2102,32,NA,181,149325000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149325000,NA,NA,0,1
Indiana,IN,18,2018,0.323005828,240000,NA,NA,720000,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,180,129600000,NA,NA,7.4,NA,7.4,NA,2966,NA,2966,NA,NA,0.4,0.4,NA,2966,129600000,NA,NA,0,1
Indiana,IN,18,2019,0.664248538,220000,NA,NA,660000,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,215,141900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141900000,NA,NA,0,1
Indiana,IN,18,2020,-0.287590941,230000,NA,NA,667000,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,204,136068000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136068000,NA,NA,0,1
Indiana,IN,18,2021,0.057022785,270000,NA,NA,891000,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,214,190674000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190674000,NA,NA,0,1
Indiana,IN,18,2023,-0.333581698,270000,NA,NA,675000,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,210,141750000,NA,NA,NA,NA,NA,NA,NA,NA,4597,NA,NA,NA,0.6,85,4512,141750000,NA,NA,0,1
Indiana,IN,18,2024,0.166207652,240000,NA,NA,888000,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,205,182040000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182040000,NA,NA,0,1
Indiana,IN,18,2025,-0.049463696,270000,NA,NA,891000,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,195,173745000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173745000,NA,NA,0,1
Iowa,IA,19,2005,-0.405514755,1250000,NA,NA,5125000,NA,NA,0,4.1,NA,NA,85000,655000,NA,NA,0,81,415125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415125000,0,0,0,1
Iowa,IA,19,2006,-0.20820873,1150000,NA,NA,4485000,NA,NA,0,3.9,NA,NA,100000,670000,NA,NA,0,88,394680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394680000,0,0,0,1
Iowa,IA,19,2007,0.581772601,1890440,1198,1889242,7294729,NA,NA,6.337149023507754e-4,4,NA,NA,179720,1334898,267,7,0,115,487600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487600000,0,0,0,1
Iowa,IA,19,2008,1.4180285480000001,1150000,NA,NA,4370000,NA,NA,NA,3.8,NA,NA,100000,640000,NA,NA,259,135,589950000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589950000,259000,4.390202559538944e-4,0,1
Iowa,IA,19,2009,0.623592236,920000,NA,NA,3312000,NA,NA,0,3.6,NA,NA,55000,363000,NA,NA,0,117,387504000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387504000,0,0,0,1
Iowa,IA,19,2010,1.060496329,880000,NA,NA,2992000,NA,NA,0,3.4,NA,NA,75000,488000,NA,NA,0,116,347072000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347072000,0,0,0,1
Iowa,IA,19,2011,0.280767823,820000,NA,NA,2788000,NA,NA,0,3.4,NA,NA,65000,494000,NA,NA,0,142,395896000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395896000,0,0,0,1
Iowa,IA,19,2012,-1.20788941,1386367,541,1385826,4154729,NA,NA,3.902285614126707e-4,2.9,NA,NA,140480,1011989,0,4,0,222,469974000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469974000,0,0,0,1
Iowa,IA,19,2013,0.771001659,730000,NA,NA,2409000,NA,NA,0,3.3,NA,NA,90000,666000,NA,NA,0,197,474573000,NA,NA,4.9,4.1,4.9,NA,443,NA,443,3205,NA,0.6,0.6,NA,NA,474573000,0,0,0,1
Iowa,IA,19,2014,0.829096323,810000,NA,NA,2916000,NA,NA,0,3.6,NA,NA,130000,806000,NA,NA,0,141,411156000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411156000,0,0,0,1
Iowa,IA,19,2015,0.457584647,770000,NA,NA,3003000,NA,NA,0,3.9,NA,NA,90000,585000,NA,NA,0,114,342342000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342342000,0,0,0,1
Iowa,IA,19,2016,0.263214939,550000,NA,NA,2310000,NA,NA,0,4.2,NA,NA,95000,817000,NA,NA,0,93,214830000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214830000,0,0,0,1
Iowa,IA,19,2017,-4.33E-05,1425260,710,1424550,4905316,NA,NA,4.981547226470959e-4,3.5,NA,NA,169348,1271125,136,6,0,117,294840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294840000,0,0,0,1
Iowa,IA,19,2018,0.354330751,620000,NA,NA,2294000,NA,NA,0,3.7,NA,NA,55000,446000,NA,NA,10,135,309690000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309690000,10000,3.2290354871000035e-5,0,1
Iowa,IA,19,2019,0.705077595,700000,NA,NA,2380000,NA,NA,NA,3.4,NA,NA,85000,561000,NA,NA,8,130,309400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309400000,8000,2.585649644473174e-5,0,1
Iowa,IA,19,2020,-0.287779827,830000,NA,NA,2905000,NA,NA,NA,3.5,NA,NA,50000,360000,NA,NA,21,124,360220000,171590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360220000,21000,5.82977069568597e-5,0,1
Iowa,IA,19,2021,-0.542290251,910000,NA,NA,3185000,NA,NA,NA,3.5,NA,NA,100000,940000,NA,NA,38,169,538265000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538265000,38000,7.059719654816865e-5,0,1
Iowa,IA,19,2022,0.276196633,1386618,874,1385744,4781442,NA,NA,6.303105830156539e-4,3.7,NA,NA,178442,1325374,148,11,57,176,475376000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475376000,57000,1.1990508565851031e-4,0,1
Iowa,IA,19,2022,0.67246680700000006,1386618,874,1385744,4781442,NA,NA,6.303105830156539e-4,3.7,NA,NA,178442,1325374,148,11,57,176,475376000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475376000,57000,1.1990508565851031e-4,0,1
Iowa,IA,19,2023,-0.886694946,750000,NA,NA,2400000,NA,NA,NA,3.2,NA,NA,50000,465000,NA,NA,25,175,420000000,NA,NA,NA,NA,NA,NA,1407,NA,1407,NA,NA,0.5,0.5,NA,1407,420000000,25000,5.9523809523809524e-5,0,1
Iowa,IA,19,2024,0.49827261900000003,720000,NA,NA,2736000,NA,NA,NA,3.8,NA,NA,50000,430000,NA,NA,6,116,317376000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317376000,6000,1.8905021173623716e-5,0,1
Iowa,IA,19,2025,0.297202943,720000,NA,NA,3024000,NA,NA,NA,4.2,NA,NA,80000,544000,NA,NA,19,107,323568000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323568000,19000,5.872026900064283e-5,0,1
Kansas,KS,20,2005,0.092352465,850000,NA,NA,3400000,NA,NA,0,4,NA,NA,20000,80000,NA,NA,34,75,255000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255000000,34000,1.3333333333333334e-4,0,1
Kansas,KS,20,2006,-0.535945108,950000,NA,NA,3610000,NA,NA,0,3.8,NA,NA,30000,135000,NA,NA,86,113,407930000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407930000,86000,2.108204839065526e-4,0,1
Kansas,KS,20,2007,0.491898737,1593140,207455,1385685,5946134,NA,NA,0.13021768331722258,3.7,NA,NA,100718,564203,20536,75,0,110,325600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325600000,0,0,0,1
Kansas,KS,20,2008,0.323829238,700000,NA,NA,2870000,NA,NA,0,4.1,NA,NA,50000,250000,NA,NA,29,127,364490000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364490000,29000,7.956322532854125e-5,0,1
Kansas,KS,20,2009,0.456214907,850000,NA,NA,3655000,NA,NA,0,4.3,NA,NA,50000,375000,NA,NA,27,108,394740000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394740000,27000,6.839945280437756e-5,0,1
Kansas,KS,20,2010,0.120237052,650000,NA,NA,2470000,NA,NA,0,3.8,NA,NA,25000,183000,NA,NA,37,113,279110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279110000,37000,1.325642219913296e-4,0,1
Kansas,KS,20,2011,-0.952891807,650000,NA,NA,1950000,NA,NA,0,3,NA,NA,45000,315000,NA,NA,14,195,380250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380250000,14000,3.681788297172912e-5,0,1
Kansas,KS,20,2012,-1.321357685,1183282,148385,1034897,3313838,NA,NA,0.12540121458790043,2.8,NA,NA,68814,460869,13128,34,18,223,374640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374640000,18000,4.804612427930814e-5,0,1
Kansas,KS,20,2013,0.270815787,550000,NA,NA,1925000,NA,NA,0,3.5,NA,NA,16000,69000,NA,NA,0,200,385000000,NA,NA,NA,3.4,5.8,NA,NA,3140,152293,115347,1.1,1.6,1.6,NA,149973,385000000,0,0,0,1
Kansas,KS,20,2014,-0.050129371,600000,NA,NA,2280000,NA,NA,0,3.8,NA,NA,65000,286000,NA,NA,8,171,389880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389880000,8000,2.0519134092541295e-5,0,1
Kansas,KS,20,2015,0.353437872,650000,NA,NA,2470000,NA,NA,0,3.8,NA,NA,60000,360000,NA,NA,0,116,286520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286520000,0,0,0,1
Kansas,KS,20,2016,0.516300523,700000,NA,NA,3010000,NA,NA,0,4.3,NA,NA,30000,240000,NA,NA,0,95,285950000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285950000,0,0,0,1
Kansas,KS,20,2017,0.223304557,1177483,131560,1045923,4201965,NA,NA,0.11172985087682795,3.6,NA,NA,65060,555363,14866,49,0,128,262656000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262656000,0,0,0,1
Kansas,KS,20,2018,-0.100778966,610000,NA,NA,2135000,NA,NA,0,3.5,NA,NA,20000,120000,NA,NA,4,170,362950000,NA,5.5,6,NA,6,2663,153906,2490,156569,NA,0.5,1.5,1.5,9404,150239,362950000,4000,1.1020801763328281e-5,0,1
Kansas,KS,20,2019,0.736379131,630000,NA,NA,2520000,NA,NA,NA,4,NA,NA,25000,188000,NA,NA,0,140,352800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352800000,0,0,0,1
Kansas,KS,20,2020,-0.103670357,540000,NA,NA,1998000,NA,NA,NA,3.7,NA,NA,15000,80000,NA,NA,0,147,293706000,1201909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293706000,0,0,0,1
Kansas,KS,20,2021,-0.061663034,690000,NA,NA,2484000,NA,NA,NA,3.6,NA,NA,30000,168000,NA,NA,4,178,442152000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442152000,4000,9.046662686135085e-6,0,1
Kansas,KS,20,2022,-0.625919859,1244381,161925,1082456,3715957,NA,NA,0.13012493761958757,3.1,NA,NA,81006,481439,21170,94,0,245,501270000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501270000,0,0,0,1
Kansas,KS,20,2023,0.011236048,735000,NA,NA,2242000,NA,NA,NA,3.05,NA,NA,15000,33000,NA,NA,0,240,538080000,NA,NA,NA,NA,NA,NA,118320,5700,118320,NA,NA,1.4,1.4,2504,117016,538080000,0,0,0,1
Kansas,KS,20,2024,-0.60523901,580000,NA,NA,1537000,NA,NA,NA,2.65,NA,NA,25000,150000,NA,NA,0,139,213643000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213643000,0,0,0,1
Kansas,KS,20,2025,0.182268976,490000,NA,NA,1764000,NA,NA,NA,3.6,NA,NA,30000,161000,NA,NA,0,121,213444000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213444000,0,0,0,1
Kentucky,KY,21,2005,-0.534244902,260000,NA,NA,832000,NA,NA,0,3.2,NA,NA,NA,NA,NA,NA,0,118,98176000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98176000,0,0,0,0
Kentucky,KY,21,2006,0.24727771,280000,NA,NA,1036000,NA,NA,0,3.7,NA,NA,NA,NA,NA,NA,0,120,124320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124320000,0,0,0,0
Kentucky,KY,21,2007,-1.190256437,549610,1210,548400,1028565,NA,NA,0.002201561,1.8,NA,NA,16366,44270,137,9,0,150,75600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75600000,0,0,0,0
Kentucky,KY,21,2008,0.330948837,240000,NA,NA,600000,NA,NA,0,2.5,NA,NA,NA,NA,NA,NA,0,176,105600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105600000,0,0,0,0
Kentucky,KY,21,2009,0.788465696,220000,NA,NA,770000,NA,NA,0,3.5,NA,NA,NA,NA,NA,NA,0,151,116270000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116270000,0,0,0,0
Kentucky,KY,21,2010,-0.337131295,230000,NA,NA,644000,NA,NA,0,2.8,NA,NA,NA,NA,NA,NA,0,137,88228000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88228000,0,0,0,0
Kentucky,KY,21,2011,1.064749997,210000,NA,NA,714000,NA,NA,0,3.4,NA,NA,NA,NA,NA,NA,0,177,126378000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126378000,0,0,0,0
Kentucky,KY,21,2012,-0.793600557,378075,300,377775,1070475,NA,NA,7.934933544931561e-4,2.9,NA,NA,21695,110183,52,6,0,196,102312000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102312000,0,0,0,0
Kentucky,KY,21,2013,0.704673873,200000,NA,NA,660000,NA,NA,0,3.3,NA,NA,NA,NA,NA,NA,0,198,130680000,NA,NA,5.6,4.4,5.6,NA,50,50,50,1452,NA,0.2,0.2,NA,NA,130680000,0,0,0,0
Kentucky,KY,21,2014,0.060379691,165000,NA,NA,561000,NA,NA,0,3.4,NA,NA,NA,NA,NA,NA,0,195,109395000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109395000,0,0,0,0
Kentucky,KY,21,2015,1.154045003,170000,NA,NA,629000,NA,NA,0,3.7,NA,NA,NA,NA,NA,NA,0,216,135864000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135864000,0,0,0,0
Kentucky,KY,21,2016,0.341391781,160000,NA,NA,560000,NA,NA,0,3.5,NA,NA,NA,NA,NA,NA,10,221,123760000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123760000,10000,8.080155138978668e-5,0,0
Kentucky,KY,21,2017,0.287493671,392505,NA,NA,1217940,NA,NA,0,3.3,NA,NA,28800,143371,NA,NA,12,208,127088000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127088000,12000,9.442276218053632e-5,0,0
Kentucky,KY,21,2018,0.95477606,145000,NA,NA,450000,NA,NA,0,3.1,NA,NA,NA,NA,NA,NA,0,218,98100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98100000,0,0,0,0
